Famille,Code article,Libellé article,Qté 2024,Qté 2025,C.A HT 2024,C.A HT 2025,PR HT 2024,PR HT 2025,Marge 2024,Marge 2025,Ecart Qté Volume,Ecart Qté %,Ecart C.A Volume,Ecart C.A %,,,,,,,,,,,
703,1212.0,GRENOUILLERE JMC INTERLOCK MARINE T1,0,2,0,91.8,0,50.92,0,40.88,2,,91.8,,,,,,,,,,,,
1601,1293.0,COUSSIN COMPRESSE DE LIN CHAUD FROID 48X34CM,0,3,0,70.5,0,41.01,0,29.49,3,,70.5,,,,,,,,,,,,
302,1397.0,BAC A SHAMPOING GONFLABLE 66*61*15,0,1,0,22.9,0,16.11,0,6.79,1,,22.9,,,,,,,,,,,,
1201,1534.0,CHAUSSURE NEW DIANE MARINE T38(LA PAIRE),0,1,0,29.9,0,19.84,0,10.06,1,,29.9,,,,,,,,,,,,
1201,1552.0,CHAUSSURE ORTHO COTTON NOIR T43(LA PAIRE),0,1,0,29.9,0,24.06,0,5.84,1,,29.9,,,,,,,,,,,,
1101,1436.0,CABLES ACTITENS 14CM X2,0,1,0,17.9,0,12.02,0,5.88,1,,17.9,,,,,,,,,,,,
601,1728.0,HEXA SLIP T1 MAXI S NUIT *20 CT4,0,9,0,93.74,0,65.223,0,28.517,9,,93.74,,,,,,,,,,,,
602,2258.0,HEXA PANTS T1 MAXI S NUIT*14 CT6,0,5,0,45.7,0,33.5,0,12.2,5,,45.7,,,,,,,,,,,,
1503,713.0,AVOIR TVA 10%,0,-1,0,-144.9,0,0,0,-144.9,-1,,-144.9,,,,,,,,,,,,
504,2131.0,BISTOURI STERILE UU N°11 (BTE DE 10),0,3,0,20.7,0,9.54,0,11.16,3,,20.7,,,,,,,,,,,,
1501,2152.0,FREIN GAUCHE ET SUPPORT NOVOLIGHT,0,1,0,49.9,0,29.89,0,20.01,1,,49.9,,,,,,,,,,,,
1201,1489.0,CHAUSSURE ARLEQUIN DIAB NOIR T41(LA PAIRE),0,1,0,29.9,0,21.92,0,7.98,1,,29.9,,,,,,,,,,,,
405,261.0,PANSEMENTS ABSORBANTS STERILES EUROVIT 10X20CM B/10 C/10,0,30,0,96,0,33.6,0,62.4,30,,96,,,,,,,,,,,,
602,2264.0,TENA PROSKIN COMFORT ORIGINAL MAXI,0,4,0,88.4,0,67.92,0,20.48,4,,88.4,,,,,,,,,,,,
703,754.0,GRENOUILLERE JML INTERLOCK MARINE T4,0,4,0,191.6,0,118.36,0,73.24,4,,191.6,,,,,,,,,,,,
1501,2255.0,TRANSFORMATEUR SECTEUR FAP ALLURE DRIVE,0,1,0,37.2,0,30.87,0,6.33,1,,37.2,,,,,,,,,,,,
108,1877.0,TALONNIERE MEMOIRE DE FORME EVIDEE,0,2,0,43.8,0,29.8,0,14,2,,43.8,,,,,,,,,,,,
1601,2246.0,ROUES AVANT FAUTEUIL ROULANT ACTION 2NG 150X30MM LA PAIRE,0,1,0,85.9,0,50.27,0,35.63,1,,85.9,,,,,,,,,,,,
207,2109.0,CANNE DE MARCHE SOFT STEP NOIR 103CM,0,2,0,37.8,0,22,0,15.8,2,,37.8,,,,,,,,,,,,
501,1382.0,AIGUILLE TERUMO 25MMX0.6/23G(X100)BLEUE,0,2,0,5.8,0,3.78,0,2.02,2,,5.8,,,,,,,,,,,,
104,1356.0,TABLE DE LIT REGLABLE PAR VERIN GRAND PLATEAU,0,1,0,54.9,0,36.98,0,17.92,1,,54.9,,,,,,,,,,,,
101,315.0,LIT 140 CM 3 FCT ELECT DIVISYS,0,1,0,2925,0,1585,0,1340,1,,2925,,,,,,,,,,,,
1101,1438.0,CABLES ACTITENS 70CM X 2,0,1,0,22.9,0,13.82,0,9.08,1,,22.9,,,,,,,,,,,,
108,1125.0,PROTEGE TALON SIMPLE PEAU DE MOUTON,0,1,0,22.5,0,15,0,7.5,1,,22.5,,,,,,,,,,,,
1201,1567.0,CHAUSSURE VENUS BORDEAUX T37 (LA PAIRE),0,1,0,29.9,0,21.54,0,8.36,1,,29.9,,,,,,,,,,,,
405,1190.0,PANSEMENT ADHESIVE STERI STRIP 3M 75X3MM P/5 B/50,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
1601,2191.0,SONDE FOLEY 100% SILICONE CH16,0,8,0,39.2,0,22.72,0,16.48,8,,39.2,,,,,,,,,,,,
206,2125.0,FAUTEUIL RELEVEUR 2 MOTEURS RELAX TOUCH ERGO ANTHRACITE,0,2,0,1318,0,869.8,0,448.2,2,,1318,,,,,,,,,,,,
1601,2202.0,POIRE A LAVEMENT 224 ML+ CANULE 60 MM,0,1,0,6.9,0,3.75,0,3.15,1,,6.9,,,,,,,,,,,,
1601,1628.0,COMPRESSE CHAUD/FROID REUTILISABLE PM,0,2,0,16.98,0,11.22,0,5.76,2,,16.98,,,,,,,,,,,,
602,1727.0,HEXA PANTS T4 MAXI XL NUIT *14 CT8,0,21,0,308.05,0,219.81,0,88.24,21,,308.05,,,,,,,,,,,,
801,1742.0,KIT NEBULISEUR PARI BOY NOURRISSON,0,1,0,12.3,0,11.68,0,0.62,1,,12.3,,,,,,,,,,,,
1201,1535.0,CHAUSSURE NEW DIANE MARINE T39(LA PAIRE),0,2,0,59.8,0,39.68,0,20.12,2,,59.8,,,,,,,,,,,,
601,848.0,FINEA CHANGE COMPLET MEDIUM EXTRA S/20 C/4,0,8,0,92,0,58.96,0,33.04,8,,92,,,,,,,,,,,,
703,756.0,GRENOUILLERE JML INTERLOCK MARINE T3,0,1,0,47.9,0,29.58,0,18.32,1,,47.9,,,,,,,,,,,,
405,1782.0,PANSEMENT HEMOSTATIQUE ISRAELIEN,0,1,0,6.9,0,4.37,0,2.53,1,,6.9,,,,,,,,,,,,
1201,1500.0,CHAUSSURE HELIOS 37 NOIR (LA PAIRE),0,1,0,39.9,0,28.71,0,11.19,1,,39.9,,,,,,,,,,,,
1201,1503.0,CHAUSSURE HELIOS 40 NOIR (LA PAIRE),0,1,0,39.9,0,28.71,0,11.19,1,,39.9,,,,,,,,,,,,
1201,1482.0,CHAUSSURE ARLEQUIN DIAB BLEU T38(LA PAIRE),0,1,0,29.9,0,21.92,0,7.98,1,,29.9,,,,,,,,,,,,
1601,2201.0,POCHETTE DE FROID 14 X 18 CM,0,2,0,5,0,2.1,0,2.9,2,,5,,,,,,,,,,,,
101,1997.0,LIT 3F XPRIM3 PLICATURE WINNCARE ,0,2,0,1980,0,1690,0,290,2,,1980,,,,,,,,,,,,
1601,1625.0,COMPRESSE BOUE THERMALE 33X28,0,4,0,74,0,58.84,0,15.16,4,,74,,,,,,,,,,,,
1601,1626.0,COMPRESSE BOUE  PVC CERVICAL 47X19,0,4,0,97.6,0,79.672,0,17.928,4,,97.6,,,,,,,,,,,,
208,1171.0,EMBOUT DEAMBULATEUR D25,0,3,0,4.5,0,2.46,0,2.04,3,,4.5,,,,,,,,,,,,
1201,1591.0,CHAUSSURE WALLABY REJILLA T38 (LA PAIRE),0,1,0,34.9,0,23.23,0,11.67,1,,34.9,,,,,,,,,,,,
504,1749.0,LAME BISTOURI NON STERILE UU  N°10(X100),0,1,0,9.9,0,11.57,0,-1.67,1,,9.9,,,,,,,,,,,,
703,565.0,BLOUSE MEDICAL BLEU S/1,0,30,0,18,0,7.5,0,10.5,30,,18,,,,,,,,,,,,
1601,2165.0,EPINGLES DE SECURITES *10,0,6,0,6,0,2.247,0,3.753,6,,6,,,,,,,,,,,,
1601,1636.0,COUSSIN CHAUFFANT GRAIN DE LIN 20 X30 CM,0,1,0,10.69,0,8.65,0,2.04,1,,10.69,,,,,,,,,,,,
703,593.0,BLOUSE MEDICAL BLEUE S/10 C/10,0,1,0,7.5,0,3.9,0,3.6,1,,7.5,,,,,,,,,,,,
108,2111.0,COUSSIN N°17 ABDUCTION DES HANCHES MB 30X20 IDENTITES,0,2,0,79.8,0,47,0,32.8,2,,79.8,,,,,,,,,,,,
203,2228.0,FAUTEUIL ROULANT DOSSIER FIXE ACTION 4NG T40.5  ,0,1,0,895,0,526.92,0,368.08,1,,895,,,,,,,,,,,,
1101,1954.0,STIMULATEUR ELECTRIQUE PORTABLE ACTITENS,0,1,0,280,0,193.9,0,86.1,1,,280,,,,,,,,,,,,
1501,2229.0,TOILE DOSSIER REMBOUREE BI MATIERE 1 SANGLE ACTION 4NG,0,1,0,0,0,0,0,0,1,,0,,,,,,,,,,,,
503,2247.0,DEBITMETRE DOSIFLOW PERFUSION,0,14,0,7,0,0,0,7,14,,7,,,,,,,,,,,,
1201,1588.0,CHAUSSURE WALLABY DIABETIC. 45 (LA PAIRE),0,1,0,32.95,0,22.36,0,10.59,1,,32.95,,,,,,,,,,,,
1201,2234.0,CHAUSSURE WALLABY REJILLA T45 (LA PAIRE),0,1,0,32.95,0,23.23,0,9.72,1,,32.95,,,,,,,,,,,,
1201,1526.0,CHAUSSURE NEW DIANE BEIGE T38 (LA PAIRE),0,1,0,29.9,0,19.84,0,10.06,1,,29.9,,,,,,,,,,,,
703,1289.0,GRENOUILLERE JML INTERLOCK MARINE T1,0,1,0,47.9,0,29.88,0,18.02,1,,47.9,,,,,,,,,,,,
202,2239.0,COUSSIN DOSSIER LAGUNA 2 POUR CLEMATIS PRO,0,1,0,0,0,0,0,0,1,,0,,,,,,,,,,,,
202,2240.0,COUSSIN VISCO MATRX POUR CLEMATIS PRO,0,1,0,0,0,0,0,0,1,,0,,,,,,,,,,,,
203,2243.0,REPOSE JAMBE D/G CLEMATIS PRO,0,1,0,0,0,94.81,0,-94.81,1,,0,,,,,,,,,,,,
203,2242.0,REPOSE JAMBE GAUCHE CLEMATIS PRO,0,1,0,0,0,94.81,0,-94.81,1,,0,,,,,,,,,,,,
1601,2241.0,APPUI TETE CLEMATIS PRO,0,1,0,0,0,0,0,0,1,,0,,,,,,,,,,,,
1601,2245.0,GOUTTIERE DROITE ETROITE SANS ROTATION CLEMATIS PRO,0,1,0,0,0,0,0,0,1,,0,,,,,,,,,,,,
1601,2244.0,GOUTTIERE GAUCHE ETROITE SANS ROTATION CLEMATIS PRO,0,1,0,0,0,0,0,0,1,,0,,,,,,,,,,,,
1601,2216.0,VESTE POLAIRE,0,110,0,2640,0,1608.2,0,1031.8,110,,2640,,,,,,,,,,,,
602,1722.0,HEXA PANTS T1 EXTRA S JOUR *14 CT8,0,16,0,123.68,0,90.4,0,33.28,16,,123.68,,,,,,,,,,,,
803,2250.0,EMBOUT BICONIQUE,0,5,0,6,0,2.5,0,3.5,5,,6,,,,,,,,,,,,
1102,1882.0,TENSIOMETRE MANUEL MOBI SPENGLER NOIR,0,1,0,59.95,0,42.05,0,17.9,1,,59.95,,,,,,,,,,,,
203,2179.0,FAUTEUIL ROULANT DOSSIER INCLINABLE T42 VERMEIREN + FREIN TAMBOUR ,0,1,0,690,0,434.76,0,255.24,1,,690,,,,,,,,,,,,
604,1387.0,ALESE ID EXPERT PROTECT SUPER 90X180 *20,0,2,0,16.98,0,14.66,0,2.32,2,,16.98,,,,,,,,,,,,
1201,1569.0,CHAUSSURE VENUS BORDEAUX T39 (LA PAIRE),0,1,0,29.9,0,21.54,0,8.36,1,,29.9,,,,,,,,,,,,
1201,1584.0,CHAUSSURE WALLABY DIABETIC. 41 (LA PAIRE),0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
1201,1594.0,CHAUSSURE WALLABY REJILLA T41 (LA PAIRE),0,1,0,32.95,0,23.23,0,9.72,1,,32.95,,,,,,,,,,,,
207,1678.0,EMBOUT CANNE ANGL.PIVOFLEX GRIS D19/B45V,0,8,0,15.2,0,8.56,0,6.64,8,,15.2,,,,,,,,,,,,
303,1840.0,SIEGE DE BAIN PIV ACC ESCAMOTABLE EDORA < 130KG,0,1,0,114.9,0,78.68,0,36.22,1,,114.9,,,,,,,,,,,,
1601,1779.0,PANIER A SERUM PLASTIFIE 500ML,0,1,0,4.9,0,2.83,0,2.07,1,,4.9,,,,,,,,,,,,
1501,2238.0,PNEU FAUTEUIL DELTA CRUISER NOIR H1 / 26X1 1/4 (47-559),0,2,0,43.8,0,25.46,0,18.34,2,,43.8,,,,,,,,,,,,
602,492.0,TENA PANTS PROSKIN PLUS EXTRA LARGE S/12 C/4,0,8,0,156.62,0,120.48,0,36.14,8,,156.62,,,,,,,,,,,,
108,725.0,COUSSIN N°7 MODULAIRE CYLINDRIQUE FIBRES 35X15,0,1,0,59.9,0,17.14,0,42.76,1,,59.9,,,,,,,,,,,,
1101,2121.0,SONDE VAGINALE SAINT CLOUD PLUS FICHES BANANES 2MM,0,4,0,71.6,0,42.36,0,29.24,4,,71.6,,,,,,,,,,,,
104,1891.0,URINAL UROLIS ANTI-REFLUX,0,1,0,18.9,0,15.08,0,3.82,1,,18.9,,,,,,,,,,,,
208,2032.0,DEAMBULATEUR PLIANT ASSIS/DEBOUT 135KG,0,1,0,46.9,0,25.45,0,21.45,1,,46.9,,,,,,,,,,,,
704,1191.0,GANT EXAM LATEX NS POUDRE T6/7 S X100,0,10,0,49,0,35.2,0,13.8,10,,49,,,,,,,,,,,,
504,1419.0,BISTOURI STERILE UU N°22 (BTE DE 10),0,2,0,13.8,0,8.28,0,5.52,2,,13.8,,,,,,,,,,,,
1201,1597.0,CHAUSSURE WALLABY REJILLA T44 (LA PAIRE),0,1,0,32.95,0,23.23,0,9.72,1,,32.95,,,,,,,,,,,,
1201,1521.0,CHAUSSURE HELOISE HOMME NOIR T45(LA PAIRE),0,1,0,49.95,0,38.95,0,11,1,,49.95,,,,,,,,,,,,
208,2220.0,ROLLATOR 2 ROUES FORTISSIMO,0,1,0,59.5,0,35,0,24.5,1,,59.5,,,,,,,,,,,,
203,1981.0,FAUTEUIL TRANSFERT PLIANT ALU LITE T41 ,0,1,0,239,0,0,0,239,1,,239,,,,,,,,,,,,
104,1809.0,PROTEGE BASSIN DE LIT  60X40 *20,0,2,0,21.8,0,15.14,0,6.66,2,,21.8,,,,,,,,,,,,
502,1828.0,SERINGUE 2 PIECES BD 20CC EX. (X80),0,2,0,23.8,0,13.22,0,10.58,2,,23.8,,,,,,,,,,,,
503,1425.0,BOUCHON BD LUER-LOCK*100,0,1,0,12.6,0,3.78,0,8.82,1,,12.6,,,,,,,,,,,,
703,2155.0,TABLIER DE PROTECTION 75 X 125 CM 100PCS,0,2,0,11.8,0,6.24,0,5.56,2,,11.8,,,,,,,,,,,,
1601,2180.0,OUVRE BOUCHE PLASTIQUE,0,1,0,4.9,0,2.45,0,2.45,1,,4.9,,,,,,,,,,,,
207,1680.0,EMBOUT CANNE BOIS DIAM 19MM,0,2,0,3,0,1.9,0,1.1,2,,3,,,,,,,,,,,,
103,2158.0,FORFAIT LIVRAISON LIT 90 CM A L'ACHAT,0,1,0,82.03,0,0,0,82.03,1,,82.03,,,,,,,,,,,,
901,1694.0,EMBOUT TIRE LAIT MEDELA S 36MM (X2),0,1,0,9.9,0,6.36,0,3.54,1,,9.9,,,,,,,,,,,,
1101,2143.0,CLIP POUR ELECTRODE NERF VAGUE 3DTS,0,1,0,7.9,0,3.71,0,4.19,1,,7.9,,,,,,,,,,,,
901,1227.0,EMBOUT TIRE LAIT MEDELA S 30MM (X2) MEDELA PERSONNALFIT,0,1,0,7.37,0,5.54,0,1.83,1,,7.37,,,,,,,,,,,,
1501,1195.0,TELECOMMANDE LIT WINNCARE 90/120/140CM,0,1,0,79.58,0,79.59,0,-0.01,1,,79.58,,,,,,,,,,,,
#N/A,,#N/A,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
,,,,,617153.65,704294.73,,,,,,,,,,,,,,,,,,,
,,,,,1321448.38,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
