Famille,Code article,Libellé article,Qté 2024,Qté 2025,C.A HT 2024,C.A HT 2025,PR HT 2024,PR HT 2025,Marge 2024,Marge 2025,Ecart Qté Volume,Ecart Qté %,Ecart C.A Volume,Ecart C.A %,,,,,,,,,,,
203,90.0,REPOSE JAMBE FAUTEUIL ROULANT / D,8,11,737.55,1044.45,541.2,801.9,196.35,242.55,3,0.375,306.9,0.4161073826,,,,,,,,,,,
302,508.0,TAPIS DE DOUCHE 53*53 CM,7,12,73.06,128.8,41.4,72,31.66,56.8,5,0.7142857143,55.74,0.7629345743,,,,,,,,,,,
703,2051.0,PROTEGE SEAU CHAISE PERCEE 52X40 *20,2,0,19.8,0,14,0,5.8,0,-2,-1,-19.8,-1,,,,,,,,,,,
207,143.0,CANNE SIEGE PLIANT 3 PIEDS MAX 80KG,3,0,63.7,0,40.5,0,23.2,0,-3,-1,-63.7,-1,,,,,,,,,,,
1001,2077.0,INSUFFLATEUR U/U (MASQUE ADULTE N°4,1,3,48.9,146.7,32.4,97.2,16.5,49.5,2,2,97.8,2,,,,,,,,,,,
602,1725.0,HEXA PANTS T3 EXTRA L JOUR *14 CT8,2,30,18.4,246.93,11.7,186,6.7,60.93,28,14,228.53,12.4201087,,,,,,,,,,,
501,1384.0,AIGUILLE TERUMO 38MMX1.2/18G (X100)ROSE,2,5,5.8,14.5,3.78,9.45,2.02,5.05,3,1.5,8.7,1.5,,,,,,,,,,,
502,1830.0,SERINGUE 2 PIECES BD 5CC EXCENTREE X100,1,1,7.9,7.9,4.34,4.34,3.56,3.56,0,0,0,0,,,,,,,,,,,
502,1827.0,SERINGUE 2 PIECES BD 10CC EXCENTREE X100,1,0,8.9,0,5.93,0,2.97,0,-1,-1,-8.9,-1,,,,,,,,,,,
503,1308.0,PERFUSEUR 1 VOIES GRAVITY 5.5 SITE  Y*25  SANS DEHP SANS BPA,9,1,107.1,11.9,66.087,6.98,41.013,4.92,-8,-0.8888888889,-95.2,-0.8888888889,,,,,,,,,,,
504,1140.0,CURETTES DERMATOLOGIQUES STRILES 5 MM UU,6,0,94.5,0,73.38,0,21.12,0,-6,-1,-94.5,-1,,,,,,,,,,,
703,1185.0,COUVERTURE DE SURVIE 160*210,50,25,92.5,52.5,29,14.5,63.5,38,-25,-0.5,-40,-0.4324324324,,,,,,,,,,,
703,1709.0,GRENOUILLERE JMC INTERLOCK MARINE T5,1,2,36.9,72.78,27.29,54.56,9.61,18.22,1,1,35.88,0.9723577236,,,,,,,,,,,
901,1162.0,KIT TETERELLE SIMPLE 30 LARGE,4,4,45.6,47.6,33.28,33.28,12.32,14.32,0,0,2,0.04385964912,,,,,,,,,,,
104,1314.0,PINCE DE PREHENSION REACHER 76 CM,6,2,57.4,19.8,31.26,10.42,26.14,9.38,-4,-0.6666666667,-37.6,-0.6550522648,,,,,,,,,,,
302,957.0,DOUCHETTE SPECIAL ROBINET,1,0,9.9,0,3.88,0,6.02,0,-1,-1,-9.9,-1,,,,,,,,,,,
104,530.0,RAJOUT DE BARRIERES DE LIT DROITE HERDEGEN,2,0,135,0,92.4,0,42.6,0,-2,-1,-135,-1,,,,,,,,,,,
104,529.0,RAJOUT DE BARRIERES DE LIT GAUCHE HERDEGEN,1,0,67.5,0,46.2,0,21.3,0,-1,-1,-67.5,-1,,,,,,,,,,,
104,989.0,BAVOIR JETABLE AVEC POCHE S/125 C/500,2,0,25,0,0,0,25,0,-2,-1,-25,-1,,,,,,,,,,,
704,2066.0,GANT EXAM LATEX NS POUDRE T8/9 S X100,1,0,5.5,0,3.52,0,1.98,0,-1,-1,-5.5,-1,,,,,,,,,,,
901,1312.0,KIT TIRE LAIT SIMPLE 21MM SYMPHONY MEDELA,2,3,32.5,48.75,27.2,40.8,5.3,7.95,1,0.5,16.25,0.5,,,,,,,,,,,
1101,1437.0,CABLES ACTITENS 40CM X2,1,2,19.9,39.8,12.77,25.54,7.13,14.26,1,1,19.9,1,,,,,,,,,,,
1102,2028.0,PEAK FLOW DEVILBISS 60 À 800 L/MIN,1,0,19.9,0,0,0,19.9,0,-1,-1,-19.9,-1,,,,,,,,,,,
203,476.0,FAUTEUIL ROULANT FIXE T39 DRIVE,4,8,1069.3,2201.6,743.6,1487.2,325.7,714.4,4,1,1132.3,1.058917049,,,,,,,,,,,
704,1254.0,"GANT D'INTERVENTION CHIRURGICAL LATEX STERILE SS POUDRE T S 6,5 B/50",7,7,163.39,157.74,98.27,96.95,65.12,60.79,0,0,-5.65,-0.03457983965,,,,,,,,,,,
604,1386.0,ALESE ID EXPERT PROTECT SUPER 60X40 *30,4,5,33.06,38.24,25.24,30.15,7.82,8.09,1,0.25,5.18,0.1566848155,,,,,,,,,,,
206,2055.0,FAUTEUIL RELEVEUR STYLEA II CHOCO 2 MOTEURS 130KG,1,0,590,0,415,0,175,0,-1,-1,-590,-1,,,,,,,,,,,
207,990.0,EMBOUT STABILISATEUR DE CANNE,11,24,101.95,237.6,53.9,112.8,48.05,124.8,13,1.181818182,135.65,1.330554193,,,,,,,,,,,
704,1247.0,GANT EXAM LATEX SP HEXA TL,50,100,226,466,161,303.1,65,162.9,50,1,240,1.061946903,,,,,,,,,,,
207,411.0,CANNE ANATOMIQUE ALU DROITE,27,10,184.44,89,143.44,53.2,41,35.8,-17,-0.6296296296,-95.44,-0.517458252,,,,,,,,,,,
108,22.0,COUSSIN N°17 ABDUCTION DES HANCHES MB 35X28 (VCP 07),3,1,182.23,75,97.51,33.69,84.72,41.31,-2,-0.6666666667,-107.23,-0.5884322011,,,,,,,,,,,
901,482.0,KIT TETERELLE DOUBLE 26 SMALL,14,6,289.1,137.9,234.5,100.5,54.6,37.4,-8,-0.5714285714,-151.2,-0.5230024213,,,,,,,,,,,
205,980.0,FAUTEUIL TRANSFERT STAN ULTRA AC. AMOVIBLE T43,13,13,2550.53,2595.75,2000.7,2000.7,549.83,595.05,0,0,45.22,0.01772964835,,,,,,,,,,,
1102,522.0,TENSIOMETRE BRASSARD ELECTRONIQUE VOCALE*,6,24,110.84,429.8,69,276,41.84,153.8,18,3,318.96,2.877661494,,,,,,,,,,,
1201,2079.0,CHAUSSURE GARY 38 NOIR LA PAIRE,1,0,24.79,0,24.54,0,0.25,0,-1,-1,-24.79,-1,,,,,,,,,,,
703,282.0,DRAPS D'EXAMEN LISSE 50X35CM C/9 ROULEAUX P/42,3,0,106.7,0,70.2,0,36.5,0,-3,-1,-106.7,-1,,,,,,,,,,,
202,2045.0,COUSSIN VISCO MOUSSE BUTEE PELVIENNE 45X45 2 HOUSSES,1,1,67.5,43.39,36.16,36.16,31.34,7.23,0,0,-24.11,-0.3571851852,,,,,,,,,,,
104,1041.0,JEU BARRIERES BOIS L.2183 LIT AMPLIPLUS,-1,0,-99.8,0,-99.8,0,0,0,1,-1,99.8,-1,,,,,,,,,,,
104,1040.0,JEUX DE PANNEAUX MAIN COURANTE LIT AMPLIPLUS,-1,0,-147,0,-147,0,0,0,1,-1,147,-1,,,,,,,,,,,
701,1244.0,AUTO TEST COVID NASAL SEJOY B/1,12279,4971,9468.3,4528.9,3728.86,1511.3,5739.44,3017.6,-7308,-0.5951624725,-4939.4,-0.5216775979,,,,,,,,,,,
1101,1853.0,SONDE VAGINALE REEDUCATION PERISIZE4,1,0,25,0,19,0,6,0,-1,-1,-25,-1,,,,,,,,,,,
1501,1232.0,EMBOUT CANNE  NOIR D15/B35,12,3,15,4.5,6.84,1.71,8.16,2.79,-9,-0.75,-10.5,-0.7,,,,,,,,,,,
502,792.0,SERINGUE 3 PIECES 5ML LUER BTE/100 C/2400,5,12,32.1,82.8,20.63,45.48,11.47,37.32,7,1.4,50.7,1.579439252,,,,,,,,,,,
502,1832.0,SERINGUE 3P NM BD PLASTIPACK 5ML *100,1,2,6.9,19,5.36,10.72,1.54,8.28,1,1,12.1,1.753623188,,,,,,,,,,,
1101,706.0,ELECTRODES AUTOCOLLANTES RECTANGULAIRES 50X130 S/4,40,81,303.87,639.9,216.8,439.02,87.07,200.88,41,1.025,336.03,1.105834732,,,,,,,,,,,
702,2034.0,ESSUI MAIN DC OUATE WS PURE PATE,6,0,25.2,0,14.82,0,10.38,0,-6,-1,-25.2,-1,,,,,,,,,,,
203,485.0,REPOSE JAMBE FAUTEUIL ROULANT / G,9,11,839,1054.35,606.1,812.9,232.9,241.45,2,0.2222222222,215.35,0.2566746126,,,,,,,,,,,
402,241.0,COMPRESSE STERILE GAZE 50 SACHETS X2  7.5X7.5CM C/6,264,72,587.4,166.32,409.2,111.6,178.2,54.72,-192,-0.7272727273,-421.08,-0.7168539326,,,,,,,,,,,
202,1641.0,COUSSIN MOUSSE ROND PLUS PERCE,1,4,29.9,119.6,19,76.6,10.9,43,3,3,89.7,3,,,,,,,,,,,
104,323.0,DRAP DE GLISSE 130 X 70,3,0,89.7,0,56.2,0,33.5,0,-3,-1,-89.7,-1,,,,,,,,,,,
201,574.0,APPAREIL DE SOUTIEN PARTIEL DE LA TETE DRIVE,88,2,2566.01,40,0.88,0.02,2565.13,39.98,-86,-0.9772727273,-2526.01,-0.9844115962,,,,,,,,,,,
201,769.0,COUSSIN VISCO C II T42/45 DRIVE,53,1,1883.63,57.5,1329.24,25.08,554.39,32.42,-52,-0.9811320755,-1826.13,-0.9694738351,,,,,,,,,,,
201,763.0,FAUTEUIL À POUSSER ELECTRIQUE DRIVE T45,19,0,7506,0,6840,0,666,0,-19,-1,-7506,-1,,,,,,,,,,,
407,336.0,CHAMP STERILE 75 X 90 CM B/50,2,3,44.51,81,34.68,52.02,9.83,28.98,1,0.5,36.49,0.8198157717,,,,,,,,,,,
1305,896.0,HUILE DE CBD CICADIOL 10% FRUIT ROUGE D ETE 10 ML,4,0,58,0,32,0,26,0,-4,-1,-58,-1,,,,,,,,,,,
1305,894.0,HUILE DE CBD CICADIOL 10% MENTHE APOTICAIRE 10 ML,6,0,87,0,48,0,39,0,-6,-1,-87,-1,,,,,,,,,,,
1305,895.0,HUILE DE CBD CICADIOL 10% ORANGE EXOTIQUE 10 ML,8,0,116,0,64,0,52,0,-8,-1,-116,-1,,,,,,,,,,,
1305,901.0,HUILE DE CBD CICADIOL 30% ORANGE EXOTIQUE 10 ML,8,0,237.6,0,132,0,105.6,0,-8,-1,-237.6,-1,,,,,,,,,,,
1601,1231.0,PANIER A SERUM PLASTIFIE 250ML,1,0,4.5,0,2.93,0,1.57,0,-1,-1,-4.5,-1,,,,,,,,,,,
201,711.0,COUSSIN VISCO C II T48/51 DRIVE,1,0,35,0,25.08,0,9.92,0,-1,-1,-35,-1,,,,,,,,,,,
201,922.0,FAUTEUIL À POUSSER ELECTRIQUE DRIVE T51,2,0,793.6,0,720,0,73.6,0,-2,-1,-793.6,-1,,,,,,,,,,,
701,2041.0,TEST TROD ANGINE ALL TEST B/25,1,0,35.9,0,22.25,0,13.65,0,-1,-1,-35.9,-1,,,,,,,,,,,
1501,1234.0,EMBOUT CANNE/DEAMBULATEUR  NOIR D22/B45,15,13,16.5,19.5,14.85,12.87,1.65,6.63,-2,-0.1333333333,3,0.1818181818,,,,,,,,,,,
406,345.0,ALLEVYN G.B LITE HYDROCEL SILICONÉ EXTRA MINCE 15X15 B/10 C/6,21,20,581.2,542.6,512.568,479.68,68.632,62.92,-1,-0.04761904762,-38.6,-0.06641431521,,,,,,,,,,,
702,224.0,ANIOSGEL FLACON POMPE 500ML,89,51,485.5,322.12,404.99,242.505,80.51,79.615,-38,-0.4269662921,-163.38,-0.3365190525,,,,,,,,,,,
1102,1858.0,STETHOSCOPE BLEU SIMPLE PAVILLON ADULTE,4,2,30,15,10.46,5.14,19.54,9.86,-2,-0.5,-15,-0.5,,,,,,,,,,,
1102,1863.0,STETHOSCOPE ROUGE SIMPLE PAVILLON ADULTE,1,0,7.5,0,2.75,0,4.75,0,-1,-1,-7.5,-1,,,,,,,,,,,
1102,514.0,STETHOSCOPE DOUBLE PAVILLON SPENGLER BLEU M PULSE,3,0,96.3,0,64.2,0,32.1,0,-3,-1,-96.3,-1,,,,,,,,,,,
208,48.0,DEAMBULATEUR FIXE REGLABLE HERDEGEN 130KG MAX,32,0,880.25,0,656,0,224.25,0,-32,-1,-880.25,-1,,,,,,,,,,,
404,786.0,FILET TUBUL ELAS SURGIFIX N°2 POIGNET/CHEVILLE/PIED B/25,1,0,4.6,0,2.7,0,1.9,0,-1,-1,-4.6,-1,,,,,,,,,,,
404,787.0,FILET TUBUL ELAS SURGIFIX N°4 MAIN/ BRAS B/25,1,0,6.1,0,3.49,0,2.61,0,-1,-1,-6.1,-1,,,,,,,,,,,
404,788.0,FILET TUBUL ELAS SURGIFIX N°5.5 CORDON OMBILI/CUISSE B/25,1,0,9.5,0,5.45,0,4.05,0,-1,-1,-9.5,-1,,,,,,,,,,,
404,789.0,FILET TUBUL ELAS SURGIFIX N°7 THORAX / ABDOMEN  B/25,2,0,23.6,0,13.36,0,10.24,0,-2,-1,-23.6,-1,,,,,,,,,,,
104,87.0,TABLE DE LIT,1,0,0,0,29,0,-29,0,-1,-1,0,,,,,,,,,,,,
105,2030.0,MATELAS NOVAFORM CII 90CM,1,0,189.91,0,137.21,0,52.7,0,-1,-1,-189.91,-1,,,,,,,,,,,
1102,268.0,THERMOMETRE ELECTRONIQUE EMBOUT RIGIDE B/10,20,0,39.8,0,27.6,0,12.2,0,-20,-1,-39.8,-1,,,,,,,,,,,
1102,521.0,THERMOMETRE GALLIUM B/20,40,1,68.58,3.1,76.4,1.91,-7.82,1.19,-39,-0.975,-65.48,-0.954797317,,,,,,,,,,,
201,701.0,COUSSIN VISCO C II T39 DRIVE,13,0,435.66,0,326.04,0,109.62,0,-13,-1,-435.66,-1,,,,,,,,,,,
201,573.0,FAUTEUIL À POUSSER ELECTRIQUE DRIVE T39,20,0,8021.26,0,7200,0,821.26,0,-20,-1,-8021.26,-1,,,,,,,,,,,
501,674.0,AIGUILLE ACIER INOXYDABLE STERILE BLEUE 23G 25MM BTE/100,6,28,11.94,55.72,6.6,31.194,5.34,24.526,22,3.666666667,43.78,3.666666667,,,,,,,,,,,
502,793.0,SERINGUE 3 PIECES 10ML LUER  BTE/100 C/1600,6,6,57,57,34.62,34.62,22.38,22.38,0,0,0,0,,,,,,,,,,,
403,256.0,BANDE ADHÉSIVE 10CMX10M EUROFIX C/24,66,40,198,124,98.64,58.72,99.36,65.28,-26,-0.3939393939,-74,-0.3737373737,,,,,,,,,,,
206,1304.0,FAUTEUIL RELEVEUR PRESTIGE FIBRE CAFÉ XXL ,1,1,820,783,580,580,240,203,0,0,-37,-0.04512195122,,,,,,,,,,,
1102,1789.0,PESE PERSONNE ELECTRONIQUE BLANC 180 KG,3,11,56.7,207.9,36.15,130.63,20.55,77.27,8,2.666666667,151.2,2.666666667,,,,,,,,,,,
602,524.0,FINEA PANTS MEDIUM OPTIMUM S/14 C/6,25,49,358.5,600.3,240.3892,502.095,118.1108,98.205,24,0.96,241.8,0.6744769874,,,,,,,,,,,
602,523.0,FINEA PANTS LARGE OPTIMUM S/14 C/6,6,57,96.1,865.7,63.46,598.2759,32.64,267.4241,51,8.5,769.6,8.008324662,,,,,,,,,,,
602,785.0,FINEA PANTS XL OPTIMUM S/14 C/6,8,6,131.2,96.6,83,65.25,48.2,31.35,-2,-0.25,-34.6,-0.2637195122,,,,,,,,,,,
406,886.0,ALLEVYN G.B MULTISITE HYDROCELLULAIRE SILICONÉ 17.1X17.9 B/10 C/6,19,24,638.29,883.41,556.016,774.696,82.274,108.714,5,0.2631578947,245.12,0.3840260697,,,,,,,,,,,
1601,1343.0,PROTEGE PLATRE ADULTE JAMBE,4,1,56.6,13.9,38.72,9.68,17.88,4.22,-3,-0.75,-42.7,-0.7544169611,,,,,,,,,,,
108,134.0,ATTELLE RELEVEUR DE PIED VTA C 45 CM,3,3,342,342,223.29,227.61,118.71,114.39,0,0,0,0,,,,,,,,,,,
405,1129.0,COUSSIN HEMOSTATIQUE,3,11,16.9,56.1,10.05,36.85,6.85,19.25,8,2.666666667,39.2,2.319526627,,,,,,,,,,,
601,358.0,TENA PANTS PROSKIN MAXI MEDIUM S/10 C/4,16,0,203.84,0,188.56,0,15.28,0,-16,-1,-203.84,-1,,,,,,,,,,,
601,421.0,TENA PANTS PROSKIN MAXI LARGE S/10 C/4,16,0,224,0,207.2,0,16.8,0,-16,-1,-224,-1,,,,,,,,,,,
601,403.0,TENA FLEX PLUS SMALL S/30,24,8,380.64,165.57,330.72,127.36,49.92,38.21,-16,-0.6666666667,-215.07,-0.5650220681,,,,,,,,,,,
601,1368.0,TENA SLIP PROSKIN MAXI MEDIUM S/24 C/3,90,39,1566,850.25,1464.45,654.24,101.55,196.01,-51,-0.5666666667,-715.75,-0.4570561941,,,,,,,,,,,
601,2036.0,TENA PANTS PROSKIN MAXI  EXTRA LARGE S/10 C/4,16,0,328,0,282.72,0,45.28,0,-16,-1,-328,-1,,,,,,,,,,,
601,1367.0,TENA FLEX PROSKIN MAXI LARGE S/22 C/3,84,61,1890,1595.52,1646.22,1227.32,243.78,368.2,-23,-0.2738095238,-294.48,-0.1558095238,,,,,,,,,,,
603,1940.0,TENA LADY NORMAL PROTECTION S/24 C/12,84,0,537.6,0,411.6,0,126,0,-84,-1,-537.6,-1,,,,,,,,,,,
604,1374.0,TENA ALESE BED PLUS 60X90CM S/35 C/4,20,12,277.92,179.09,228.76,137.76,49.16,41.33,-8,-0.4,-98.83,-0.3556059298,,,,,,,,,,,
201,762.0,FAUTEUIL À POUSSER ELECTRIQUE DRIVE T42,46,1,18688.14,430,16560,360,2128.14,70,-45,-0.9782608696,-18258.14,-0.9769907546,,,,,,,,,,,
701,800.0,MASQUE TYPE IIR ADULTE BLANC OM B/50,17,2,55.7,0,67.83,7.98,-12.13,-7.98,-15,-0.8823529412,-55.7,-1,,,,,,,,,,,
704,1331.0,GANT NITRILE SS POUDRE T XL 9/10 NOIR BTE/100 C/10,6,0,15.39,0,15.24,0,0.15,0,-6,-1,-15.39,-1,,,,,,,,,,,
703,952.0,PANTALON MEDICAL BLANC T5 58/60,2,8,17.8,76,11.9,53.35,5.9,22.65,6,3,58.2,3.269662921,,,,,,,,,,,
703,953.0,PANTALON MEDICAL BLANC T6 62/64,3,0,26.7,0,17.85,0,8.85,0,-3,-1,-26.7,-1,,,,,,,,,,,
703,951.0,PANTALON MEDICAL BLANC T4 54/56,5,23,44.5,218.5,29.75,159.85,14.75,58.65,18,3.6,174,3.91011236,,,,,,,,,,,
703,950.0,PANTALON MEDICAL BLANC T3 50/52,38,45,338.2,427.5,226.1,316.05,112.1,111.45,7,0.1842105263,89.3,0.2640449438,,,,,,,,,,,
703,947.0,PANTALON MEDICAL BLANC T0 38/40,63,21,560.7,199.5,374.85,145.65,185.85,53.85,-42,-0.6666666667,-361.2,-0.6441947566,,,,,,,,,,,
703,949.0,PANTALON MEDICAL BLANC T2 46/48,86,66,765.4,627,511.7,465.15,253.7,161.85,-20,-0.2325581395,-138.4,-0.180820486,,,,,,,,,,,
703,948.0,PANTALON MEDICAL BLANC T1 42/44,120,89,1068,845.5,714,628.45,354,217.05,-31,-0.2583333333,-222.5,-0.2083333333,,,,,,,,,,,
1304,905.0,ROLL ON 15 ML  4% CBD,11,0,186.89,0,105.6,0,81.29,0,-11,-1,-186.89,-1,,,,,,,,,,,
105,2039.0,MATELAS VISCOFLEX HEAVY C II 90CM 90 À 180 KG,1,3,247.18,537,119.65,358.95,127.53,178.05,2,2,289.82,1.172505866,,,,,,,,,,,
203,1994.0,FAUTEUIL ROULANT DOSSIER INCLINABLE ACTION 2NG T45.5 ,1,0,572.18,0,201.03,0,371.15,0,-1,-1,-572.18,-1,,,,,,,,,,,
202,1339.0,COUSSIN KALLI VISCO MOUSSE CLASSE II 46*45*8,4,2,187.35,63.92,111.12,55.56,76.23,8.36,-2,-0.5,-123.43,-0.6588203896,,,,,,,,,,,
105,1.0,MATELAS ALOVA C II 90CM,163,2,24534.03,494.36,15994.48,191.12,8539.55,303.24,-161,-0.9877300613,-24039.67,-0.9798500287,,,,,,,,,,,
109,1219.0,OREILLER ERGONOMIQUE MEMOIRE DE FORME DUOLUX GEL 55X37X10CM,5,0,190.8,0,113.14,0,77.66,0,-5,-1,-190.8,-1,,,,,,,,,,,
104,1074.0,POIGNEE SORTIE DE LIT DRIVE,1,2,49.5,80.58,25.9,51.8,23.6,28.78,1,1,31.08,0.6278787879,,,,,,,,,,,
104,312.0,POIGNEE SORTIE DE LIT SIMPLE,1,3,46.5,134.85,31,91,15.5,43.85,2,2,88.35,1.9,,,,,,,,,,,
304,890.0,BARRE D'APPUI RAINUREE 30CM,10,0,83.8,0,56.85,0,26.95,0,-10,-1,-83.8,-1,,,,,,,,,,,
701,611.0,TEST COVID ANTIGENIQUE FLOWFLEX B/25,430,0,8029.3,0,4745.25,0,3284.05,0,-430,-1,-8029.3,-1,,,,,,,,,,,
702,538.0,GEL HYDROALCOOLIQUE PURELL 100ML,142,-3,273.7,-10.92,222.94,-4.71,50.76,-6.21,-145,-1.021126761,-284.62,-1.039897698,,,,,,,,,,,
1102,2018.0,BALANCE DE PRECISION KERN 440-49A,1,0,450,0,352.56,0,97.44,0,-1,-1,-450,-1,,,,,,,,,,,
301,370.0,REHAUSSE TOILLETTE CLIPPERS III AVEC COUVERCLE,12,2,286.8,47.8,191.4,31.8,95.4,16,-10,-0.8333333333,-239,-0.8333333333,,,,,,,,,,,
207,1946.0,EMBOUT STABILISATEUR DE CANNE TRIPODE,3,0,29.7,0,18.45,0,11.25,0,-3,-1,-29.7,-1,,,,,,,,,,,
1601,1755.0,LOUPE TOUR DE COU NOVOLIFE,1,0,15.34,0,10.74,0,4.6,0,-1,-1,-15.34,-1,,,,,,,,,,,
207,504.0,CANNE FANTAISIE FLEURI ROUGE C/25,41,2,463.3,24.4,301.79,14.78,161.51,9.62,-39,-0.9512195122,-438.9,-0.9473343406,,,,,,,,,,,
207,506.0,CANNE FANTAISIE FLEURIE BLEU C/25,45,2,499.7,24.4,348.85,15.56,150.85,8.84,-43,-0.9555555556,-475.3,-0.9511707024,,,,,,,,,,,
1102,1761.0,MARTEAU A REFLEXES BABINSKI,1,0,5.9,0,3.07,0,2.83,0,-1,-1,-5.9,-1,,,,,,,,,,,
1102,1866.0,STETHOSCOPE SIMPLE PAVILLON METAL. BLEU,1,0,9.9,0,4.81,0,5.09,0,-1,-1,-9.9,-1,,,,,,,,,,,
1102,1887.0,THERMOMETRE SANS CONTACT INFRATEMP 3,3,0,53.7,0,37.53,0,16.17,0,-3,-1,-53.7,-1,,,,,,,,,,,
1102,1777.0,OTOSCOPE SMARTLIGHT NOIR,2,0,91.8,0,62,0,29.8,0,-2,-1,-91.8,-1,,,,,,,,,,,
1102,1155.0,PESE PERSONNE MECANIQUE 150KG/500G,1,1,42.5,44.5,32.21,32.21,10.29,12.29,0,0,2,0.04705882353,,,,,,,,,,,
1601,2024.0,CISEAU STEVENS 10CM POINTUS COURBES,1,0,6.5,0,4.49,0,2.01,0,-1,-1,-6.5,-1,,,,,,,,,,,
109,140.0,OREILLER ERGONOMIQUE MEMOIRE DE FORME DUOLUX 42X32X10CM,3,4,96.6,128.8,51,68,45.6,60.8,1,0.3333333333,32.2,0.3333333333,,,,,,,,,,,
104,1180.0,PIED A SERUM 2/4 CROCHETS,17,8,658.5,296.4,440.64,208,217.86,88.4,-9,-0.5294117647,-362.1,-0.5498861048,,,,,,,,,,,
901,1149.0,KIT MINI TETERELLE DOUBLE 30 LARGE,1,4,30,120,24.14,96.56,5.86,23.44,3,3,90,3,,,,,,,,,,,
1102,502.0,SPIROMETRE PEAK FLOW,8,0,159.2,0,79.2,0,80,0,-8,-1,-159.2,-1,,,,,,,,,,,
1501,600.0,CHARGEUR TENS ECO 2 / UROSTIM 2,2,0,51.8,0,40,0,11.8,0,-2,-1,-51.8,-1,,,,,,,,,,,
104,1649.0,CROCHET PLASTIQUE CARRE POUR POCHE A URINE,1,0,2.5,0,0.75,0,1.75,0,-1,-1,-2.5,-1,,,,,,,,,,,
1102,2027.0,STETHOSCOPE SIMPLE PAVILLON SPENGLER VERT LAGON PULSE,1,0,27.8,0,13.13,0,14.67,0,-1,-1,-27.8,-1,,,,,,,,,,,
901,1748.0,KIT TIRE LAIT DOUBLE 27MM SYMPHONY MEDELA,2,14,59.4,415.8,47.1,329.7,12.3,86.1,12,6,356.4,6,,,,,,,,,,,
501,658.0,AIGUILLE ACIER INOXYDABLE STERILE NOIR 22G 30MM B/100,4,3,7.96,5.97,4.4,3.3,3.56,2.67,-1,-0.25,-1.99,-0.25,,,,,,,,,,,
801,169.0,KIT NEBULISEUR PNEUMATIQUE ADULTE ANYCARE,64,5,263.4,22.5,190.08,14.85,73.32,7.65,-59,-0.921875,-240.9,-0.9145785877,,,,,,,,,,,
1601,1804.0,POIRE EFFILEE 27ML,4,0,11.88,0,6.72,0,5.16,0,-4,-1,-11.88,-1,,,,,,,,,,,
201,597.0,FAUTEUIL À POUSSER ELECTRIQUE STARLEV INNOV SA,5,3,2995,1695,2585,1575,410,120,-2,-0.4,-1300,-0.4340567613,,,,,,,,,,,
403,255.0,BANDE ADHÉSIVE 5CMX10M EUROFIX C/24,48,52,69.6,72.8,42.48,44.72,27.12,28.08,4,0.08333333333,3.2,0.04597701149,,,,,,,,,,,
403,735.0,TETRASTRAP BANDE ADHESIVE ELASTIQUE 2.5 X 8 CM,30,0,88.5,0,54.3,0,34.2,0,-30,-1,-88.5,-1,,,,,,,,,,,
202,921.0,COUSSIN KINERIS PNEUMATIQUE 37.5X37.5 X10CM,2,0,277.93,0,246.4,0,31.53,0,-2,-1,-277.93,-1,,,,,,,,,,,
203,2023.0,FAUTEUIL ROULANT DOSSIER INCLINABLE ACTION 3NG T40.5  ,1,0,640.9,0,428.12,0,212.78,0,-1,-1,-640.9,-1,,,,,,,,,,,
206,501.0,FAUTEUIL RELEVEUR STYL'CARE 2 MOTEURS,3,0,1635,0,1035,0,600,0,-3,-1,-1635,-1,,,,,,,,,,,
1202,1257.0,CEINTURE PELVIENNE TAILLE M,1,1,38.9,33.9,22.47,22.47,16.43,11.43,0,0,-5,-0.1285347044,,,,,,,,,,,
108,1876.0,TALONNIERE FIBRO XL,2,0,123.8,0,92.2,0,31.6,0,-2,-1,-123.8,-1,,,,,,,,,,,
1601,2015.0,TUBULURE IRRIGATION URO DOUBLE,1,0,72,0,71.66,0,0.34,0,-1,-1,-72,-1,,,,,,,,,,,
104,566.0,DRAP DE GLISSE 140 X 110,2,2,69.8,74.9,59.2,59.2,10.6,15.7,0,0,5.1,0.07306590258,,,,,,,,,,,
101,116.0,LIT 140 CM 2 FCT ELECT DIVISYS,1,0,1199.4,0,1524,0,-324.6,0,-1,-1,-1199.4,-1,,,,,,,,,,,
105,1663.0,DRAP HOUSSE ALESE 90 X 200 CM,1,1,27.9,27.9,18.71,19.5,9.19,8.4,0,0,0,0,,,,,,,,,,,
406,407.0,ALLEVYN G.B HYDROCELLULAIRE SILICONÉ 10X20 B/10 C/6,6,8,166.94,213.81,178.86,187.456,-11.92,26.354,2,0.3333333333,46.87,0.2807595543,,,,,,,,,,,
406,343.0,ALLEVYN G.B HYDROCELLULAIRE SILICONÉ 17.5X17.5 B/10 C/8,6,18,247.21,690.3,208.176,613.584,39.034,76.716,12,2,443.09,1.792362768,,,,,,,,,,,
203,1302.0,CEINTURE VENTRALE TAILLE L,1,3,25.9,77.7,15,45,10.9,32.7,2,2,51.8,2,,,,,,,,,,,
801,1045.0,KIT NEBULISEUR ATOMISOR NL9M ADULTE,4,0,40.04,0,34.2,0,5.84,0,-4,-1,-40.04,-1,,,,,,,,,,,
